id,type,text1,text2,text3,notes,
dpl_warhorn,SHIP,"Warhorn — современный капитальный носитель специальных аномалий, разработанный после основания Исследовательского объекта V. После столкновения с силами вторжения Tri-Tachyon флот Phase Lab ускорил программу его внедрения.

Warhorn предназначен для управления боем на большой площади.",,,,
dpl_sousaphone,SHIP,"Sousaphone — новый проект Phase Lab, появившийся после основания Исследовательского объекта V. Флоту требовался корабль быстрее Saxophone, но с более сильным огневым потенциалом.

Класс стал переходным звеном между крейсерскими и капитальными решениями.",,,,
dpl_saxophone,SHIP,"Saxophone — один из немногих ранних проектов Phase Lab, успешно восстановленных после прибытия лаборатории в сектор. Изначально задумывался как боевой крейсер для тяжелых фронтовых столкновений.

Серия известна высокой надежностью и устойчивостью к перегрузкам.",,,,
dpl_bass_saxophone,SHIP,"Bass Saxophone — один из немногих ранних проектов Phase Lab, успешно восстановленных после прибытия лаборатории в сектор. Изначально разрабатывался как тяжелый вариант боевого крейсера.

Корабль обладает усиленной огневой платформой ценой меньшей маневренности.",,,,
dpl_jazzophone,SHIP,"Крупный боевой крейсер, чье проектное имя засекречено ВМС Domain of Men; в уцелевших записях он фигурирует как «Jazzophone».

Согласно архивным данным, платформа предназначалась для операций прорыва и удержания ключевых узлов фронта.",,,,
dpl_srsphn_maingun,WEAPON,"Продвинутая оружейная система, сжимающая огромный объем заряженных альфа-частиц в фазовые сферы и затем разгоняющая их до релятивистских скоростей для нанесения урона.

Комплекс предъявляет экстремальные требования к стабилизации и энергопитанию, но обеспечивает разрушительную пробивную мощь.",,,,
dpl_aulochrome,SHIP,"Aulochrome — результат восстановительных работ инженеров Phase Lab, пытавшихся собрать утраченные данные чертежа Conquest после прибытия в сектор.

Флоту Phase Lab требовался корабль с большей огневой мощью, чем у Saxophone, но более быстрый, чем Aulochrome, для поддержки скоростных соединений. Такая роль критична при отражении крупных пиратских армад и террористических атак. Так появился Sarrusophone: с более концентрированными носовыми башнями и большим числом оборонительных установок против истребителей.

Чтобы усилить штурмовой потенциал, Phase Lab также установил на него специальную систему вооружения ""Bombardon"", что еще больше увеличило и без того выдающуюся огневую мощь.",,,,
dpl_aulochrome_salazar,SHIP,"Aulochrome — один из немногих ранних проектов Phase Lab, успешно восстановленных после прибытия в сектор. Конкретно этот корабль создан как испытательная платформа для экспериментального вооружения.

Его проектировали в то же время, что и Conquest, когда в ВМС Domain of Men была популярна доктрина «крейсерской школы». Роль в строю лучше всего описывается как «быстрый линкор»: капитальный корабль с большей огневой мощью, чем у линейных крейсеров, и с большей скоростью, чем у классических линкоров.

В то время Phase Lab разработал встроенную систему экстренной кузницы, хранящую частицы нанокузницы в фазовом пространстве. Она позволяет один раз за бой быстро восстановить линкор прямо посреди сражения. Хотя при активации остальные системы корабля должны быть отключены, ВМС Домена высоко оценили военный потенциал решения и начали совместное проектирование этого корабля с Phase Lab.

Итогом стал смертоносный и быстрый линкор с системой экстренной кузницы. ВМС Домена также установили на него лучший доступный на тот момент вычислительный модуль наведения и военный щит. Во время переброски Phase Lab в Персеанский сектор корабль служил флагманом эскортных флотов лаборатории.",,,,
dpl_cimbasso,SHIP,"Cimbasso — огромный крепостной авианосец, разработанный Phase Lab. Хотя его ангары специально рассчитаны на эффективную поддержку истребителей Domain Phase Lab, сам корабль обеспечивает выдающуюся огневую поддержку силами авиакрыльев.

Мощная энергетическая ПВО-система также дает отличную защиту эскорту от вражеских ракет и истребителей. Это делает Cimbasso превосходной основой флотов огневой поддержки.",,,,
dpl_oracle,WEAPON,"Oracle — одно из самых продвинутых творений из всех, что когда-либо создавались в секторе; сама возможность его существования кажется невероятной. Наносит целям смертоносный урон.

Хотя подготовка плазмы для полного заряда занимает чрезвычайно много времени, результат всегда оправдывает затраты: на поле боя опускается абсолютный меч разрушения.

Phase Lab построил микроверсию звездных врат, чтобы удерживать гигантскую фазовую полость капитального масштаба. Сжимая в ней безумные объемы плотной плазмы, инженеры формируют внутри фазовой полости микроверсию звезды.

Затем через микроверсию хронального hypershunt из этой микрозвезды извлекаются колоссальные плазменные потоки. На этом этапе дестабилизация фазы уже несущественна: сверхгорячий плазменный поток сам по себе смертелен.",,,,
dpl_theater_organ,SHIP,"Theater Organ — материальное воплощение системы вооружения Oracle. По сути, это связка микрозвездных врат, микрокоронального hypershunt, плазменных ядер и других узлов, объединенных вокруг гигантского двигателя.

Микрозвездные врата выполняют роль огромной фазовой полости и одновременно являются шлюзом между физическим миром и фазовым пространством. Поэтому они также могут работать как гигантская фазовая катушка корабля, но с более долгим восстановлением, чем у обычных систем.

Phase Lab изготовил лишь один экспериментальный прототип этого корабля и из-за его опасной природы разобрал его после успешных огневых испытаний Oracle.

Временный чертеж был навсегда удален, но каким-то образом нелегальная копия покинула Phase Lab. Этот корабль был построен на безымянной фабрике по той самой копии.",,,,
dpl_theater_organ_boss,SHIP,"Theater Organ — материальное воплощение системы вооружения Oracle. По сути, это связка микрозвездных врат, микрокоронального hypershunt, плазменных ядер и других узлов, объединенных вокруг гигантского двигателя.

Микрозвездные врата выполняют роль огромной фазовой полости и одновременно являются шлюзом между физическим миром и фазовым пространством. Поэтому они также могут работать как гигантская фазовая катушка корабля, но с более долгим восстановлением, чем у обычных систем.

Phase Lab изготовил лишь один экспериментальный прототип этого корабля и из-за его опасной природы разобрал его после успешных огневых испытаний Oracle.

Временный чертеж был навсегда удален, но каким-то образом нелегальная копия покинула Phase Lab. Этот корабль был построен на безымянной фабрике по той самой копии.",,,,
dpl_acausal_shock,WEAPON,"Невероятная экспериментальная оружейная система, созданная еще до переброски Phase Lab в Персеанский сектор. Может кратковременно перегружать вражеские корабли.

Она использует каузальные принципы для создания фазовых ударов, перегружающих энергосети. Проще говоря, система нарушает структуру фазового пространства — как будто вручную вызывает «землетрясение» в фазе — формируя резонанс с ближайшим объемом фазового пространства и закачивая туда энергию, чтобы расширить скрытые микроскопические измерения.

Затем созданные дополнительные измерения схлопываются из-за нестабильности, порождая аномалию «phase shock» и выбрасывая огромный объем энергии нулевой точки вместе с потоком.

Появление и коллапс этих измерений критически зависят от каузальной структуры пространства-времени, поэтому оружие и получило название Causal Shock Emitter.",,,,
dpl_phase_mg,WEAPON,"Невероятная экспериментальная оружейная система, созданная еще до переброски Phase Lab в Персеанский сектор. Использует молниевые дуги против ракет и истребителей.

Она применяет каузальные принципы для генерации фазовых молний с крайне низким ростом потока. Проще говоря, это «flux vent» для causal shock emitter: системе нужно лишь немного собственного потока, чтобы направить энергию, рождаемую нарушением структуры фазового пространства, после чего она может выбрасывать эту энергию практически без дополнительного потока.

Высвобождаемая энергия формирует фазовые молнии, поэтому система названа Causal Lightning Emitter.",,,,
dpl_heavy_mg,WEAPON,"Эффективное малое оружие, выпускающее молниевые дуги по ракетам и истребителям.

Heavy Lightning Emitter Mk.II — специальная система вооружения Phase Lab, улучшенная версия Heavy Lightning Emitter. Используя энергосеть корабля, она после перезарядки выдает залпы молниевых дуг.",,,,
,,,,,,
dpl_anomaly_fighter,SHIP,"Специальный дрон, созданный Phase Lab. Один из самых ранних испытательных носителей для индукции фазовых аномалий. Предназначен для генерации крупных нестабильных аномалий, способных при дестабилизации выпускать мощный энергетический луч.

Из-за недостаточной стабильности его вскоре заменили более совершенные платформы вроде Hydraulis. Однако Phase Lab отметил, что этот управляемый дрон способен порождать аномалии большого размера. Такие аномалии при переходе в нестабильное состояние высвобождают колоссальную энергию за миллисекунды. Это сделало дрон перспективным дальнобойным оружием, после чего для него выпустили LPC и вывели систему на рынок.",,,,
dpl_claves,SHIP,"Claves — зрелый тяжелый истребитель разработки Phase Lab. Пожертвовав большей частью защиты, он получил возможность нести два легких пулемета. Такая плотность огня делает этот класс одним из самых эффективных тяжелых истребителей.",,,,
dpl_xylophone,SHIP,"Xylophone — зрелый тяжелый перехватчик разработки Phase Lab. Имеет хорошую защиту и два излучателя фазовой молнии для высокой огневой мощи. Однако для управления требует большего логистического канала связи, поэтому размер эскадрильи сравнительно невелик.",,,,
dpl_marimba,SHIP,"Проект Marimba начался незадолго до Коллапса, примерно в то же время, когда разрабатывали Cobra. Получив доступ к отклоненному предложению Cobra, Phase Lab увидел в нем потенциал: идею торпедоносца против капитальных кораблей можно развить в универсальный класс перехватчика с более широким набором энергетического вооружения.

Такой перехватчик должен был стать хорошей многоцелевой экспериментальной платформой в руках Phase Lab, а его вооружение — адаптироваться под разные роли во флоте Домена. Затем случился Коллапс, и проект пришлось отложить до закрепления в секторе.

Тем не менее Phase Lab сохранил для перехватчика систему Pulse Laser и вывел его на рынок. Проект оказался успешным.",,,,
dpl_cymbals,SHIP,"Cymbals — зрелый легкий истребитель разработки Phase Lab. Хотя он может нести только одно малое орудие, относительно крупный размер эскадрильи компенсирует нехватку индивидуальной огневой мощи.",,,,
dpl_song_of_spirit,SHIP,"""В великой гармонии вся вселенная растворяется в своей прекраснейшей форме и течет в вечности. Этой великой музыкой должны наслаждаться все слушатели!"" - из дневника контр-адмирала Элизы Лавлейс, цикл C+79.",,,,
dpl_choir,SHIP,"Choir — проект противокапитального истребителя, созданный Phase Lab в последние десятилетия. Он разрабатывался так, чтобы его можно было массово выпускать на локальных фабриках сектора.

Ходят слухи, что идею этой конструкции Phase Lab позаимствовал у Персеанской Лиги. Как бы то ни было, этот класс играет важную роль как во флоте Phase Lab, так и во флоте Персеанской Лиги.",,,,
,,,,,,
dpl_anchor,WEAPON,"Anchor — малый зонд, выпускающий направляющий луч по целям. Как и следует из названия, он служит «якорем» для засекреченного оружия Song of Void.

На вид корпус зонда велик, но такая компоновка нужна лишь для поддержания геометрии; большая часть внутреннего объема фактически пуста.

Поэтому корабль может нести компактный модуль, который со временем производит детали и собирает эту ракету, делая боеприпас воспроизводимым.",,,,
dpl_mote_stablizer,WEAPON,"Расширяемый стабилизатор, продлевающий время жизни низкочастотных аномалий типа mote.

Принцип работы сложен и утомителен для объяснения, но капитанам достаточно знать одно: в бою эта система применяется как ракетная пусковая установка.",,,,
dpl_panpipes,SHIP,"Panpipes — передовой фазовый крейсер разработки Phase Lab. Его проект завершили в последнее десятилетие, и он настолько новый, что в CODEX Phase Lab еще не успели внести полную информацию.

Корабль оснащен уникальной системой, способной индуцировать крупномасштабные высокочастотные motes, и весь корпус оптимизирован под ее работу. Принцип действия чрезвычайно сложен, и даже самые одаренные гиперфизики сектора не понимают его полностью.

Ходят слухи, что вице-адмирал Лавлейс заставила систему работать, используя загадочные измерения бездновых огней. Пока корабль доступен только исследователям Phase Lab как экспериментальная платформа, но со временем он может прочно войти в состав флота.",,,,
dpl_orchestra,SHIP,"Orchestra — инженерное чудо: суперкапитал, сражающийся как движущаяся звездная крепость. Он стал результатом договора о совместном производстве между Phase Lab и крайне молодой фракцией, которой до C+206 вовсе не существовало.

Финальная конструкция была утверждена в тесном сотрудничестве этих двух фракций. Она символизирует возможность глубокой кооперации на основе дружбы и доверия в этом жестоком секторе. Присутствие этого корабля — как яркая звезда в темной вселенной: не настолько яркая, чтобы осветить небо, но достаточно заметная, чтобы дать людям надежду.",,,,
dpl_orchestraB,SHIP,"Orchestra — инженерное чудо: суперкапитал, сражающийся как движущаяся звездная крепость. Он стал результатом договора о совместном производстве между Phase Lab и крайне молодой фракцией, которой до C+206 вовсе не существовало.

Финальная конструкция была утверждена в тесном сотрудничестве этих двух фракций. Она символизирует возможность глубокой кооперации на основе дружбы и доверия в этом жестоком секторе. Присутствие этого корабля — как яркая звезда в темной вселенной: не настолько яркая, чтобы осветить небо, но достаточно заметная, чтобы дать людям надежду.",,,,
dpl_orchestraC,SHIP,"Orchestra — инженерное чудо: суперкапитал, сражающийся как движущаяся звездная крепость. Он стал результатом договора о совместном производстве между Phase Lab и крайне молодой фракцией, которой до C+206 вовсе не существовало.

Финальная конструкция была утверждена в тесном сотрудничестве этих двух фракций. Она символизирует возможность глубокой кооперации на основе дружбы и доверия в этом жестоком секторе. Присутствие этого корабля — как яркая звезда в темной вселенной: не настолько яркая, чтобы осветить небо, но достаточно заметная, чтобы дать людям надежду.",,,,
dpl_piano,SHIP,"Piano — экспериментальный фазовый капитальный корабль разработки Phase Lab. Его дизайн сильно вдохновлен Panpipes, а также оснащен системой Notes.

Корабль проектировался и строился под руководством тогдашнего главы Департамента безопасности Phase Lab, контр-адмирала Нельсона Бонапарта, как флагман специальных оперативных групп службы безопасности.

Это по-настоящему выдающийся корабль: его миссия — уничтожать наиболее опасных врагов Phase Lab и эффективно сражаться даже при сильном численном превосходстве противника. До остановки программы вице-адмиралом Лавлейс успели построить только два прототипа.

По слухам, один прототип полностью погиб в аварии, унесшей жизнь Нельсона Бонапарта, а второй разобрали после инцидента. Но самих прототипов никто не видел, так что проверить эти слухи невозможно.",,,,
dpl_factory_station,SHIP,"Полностью вооруженная и боеготовая мобильная боевая станция. Построена на базе ядра Remnant nexus и функционирует как передвижная звездная крепость.

Никто не знает, кто спроектировал эту фабрику и как именно ее построили. Кроме очевидного IFF-кода нелегальной группы «Helheim Supremacy», об этом чудовище не известно почти ничего. Лучше уничтожить этого зверя окончательно.",,,,
dpl_olympias,SHIP,"Полностью вооруженная и функционирующая автономная боевая станция. Построена на базе затопленного космического форпоста с неустановленным владельцем и работает как крупная космическая фабрика.

Никто не знает, кто спроектировал этот комплекс и как именно его построили. Помимо явного IFF-кода нелегальной группы «Helheim Supremacy», все об этой станции остается загадкой. Такие объекты лучше уничтожать безвозвратно.",,,,
dpl_ark,SHIP,"Подлинный гигантский монстр из стали и электронных магистралей. Хотя все его части, похоже, происходят из обломков дронов внешних миров, эти материалы были перекроены и собраны заново настолько странным образом, что сам принцип их сборки кажется немыслимым.

Весь корабль выглядит как огромный живой организм: тысячи распределенных реакторов и нейронных узлов работают сообща, уничтожая все, что осмелится встать у него на пути. Его существование — идеальная демонстрация того, почему автоматизированные машины войны были и должны оставаться под запретом.",,,,
dpl_silence,SHIP,"Строго засекреченный военный корабль, отражающий одни из самых глубоких познаний человечества в гиперфизике и структуре пространства-времени. Оснащен множеством передовых систем и вооружений, из-за чего на полноценную защиту не осталось места. Как экспериментальная платформа он впечатляет, но для большинства капитанов пилотирование этого корабля равносильно самоубийственной миссии. Phase Lab нужен пилот для сбора научных данных, однако ходят слухи, что после повышения капитана О'Кейна и прекращения его испытательных вылетов лаборатория так и не нашла человека, который одновременно способен и готов быть тест-пилотом.",,,,
dpl_silence_drone,SHIP,"Экспериментальный автоматический дрон-истребитель, работающий в связке с кораблем «Silence». Оснащен экспериментальными тяжелыми излучателями фазовой молнии, но для перезарядки оружия должен держаться рядом с носителем.",,,,
dpl_gunboat,SHIP,"Экспериментальный тяжелый автоматический дрон-канонерка, созданный для защиты носителя. Эти канонерки оснащены экспериментальными тяжелыми пушками фазовой молнии, но для точного применения им необходимо оставаться рядом с носителем и получать от него данные наведения.",,,,
dpl_dirge,SHIP,"Табличка на мостике заявляет, что этот корпус является собственностью Tri-Tachyon. При этом его базовые принципы работы не похожи ни на одну известную доменную технологию. Ограниченные записи бортжурнала указывают, что корабль построен на основании необычных данных, переданных некоторыми дроньими ИИ-флотами во время Второй войны ИИ, а именно в дату C+191.08.24.

Тот же журнал говорит, что Tri-Tachyon действительно направляла на корабль нескольких тест-пилотов, но все они быстро отказывались по разным причинам. После этого судно отправили в неизвестную широкому Персеанскому сектору прототипную лабораторию Tri-Tachyon как исследовательский материал. На борту установлен уникальный узел, способный порождать и контролировать некие «motes». Однако вне боя лучше держать устройство выключенным — иначе за считаные часы выгорают стержни реактора.",,,,
dpl_lyre,SHIP,"Старый, но все еще засекреченный прототип военного корабля, построенный для проверки боевого потенциала аномалий типа mote. Оснащен системой фазово-усиленного щита и ранним прототипом индуктора mote-подобных аномалий. Этот индуктор генерирует только нестабильные низкочастотные аномалии с коротким временем жизни, но даже они способны мешать работе щитов.

Хотя эти низкочастотные аномалии недостаточно энергичны для пробивающих щит дуг и требуют дополнительного расширяемого стабилизатора для выживания, они воспроизводимы. Именно это и вызвало интерес исследователей Phase Lab.

Сегодня корабль почти забыт, поскольку был создан более подходящий экспериментальный носитель — Hydraulis. Но в руках умного капитана Lyre все еще может стать выдающейся боевой платформой.",,,,
,,,,,,
dpl_super_hyperion,SHIP,"Передовой высокотехнологичный канонерский корабль, построенный вокруг уникальной фазовой телепортационной системы. Капризная встроенная прототипная энергосеть сложна и дорога в обслуживании, но дает отличные показатели потока и щитовой эффективности. Hyperion создавался как корабль, способный «бить классом выше»: выбирать момент и позицию, а затем вступать в бой с необычно тяжелым для своего класса вооружением ценой слабой ПВО.

Считающийся «королевой ангара», Hyperion презираем квартирмейстерами, но ценим флотскими директорами Tri-Tachyon, которые видят в нем чистую, почти идеальную амбицию, пронизывающую весь его дизайн и применение.",,,,
dpl_super_hyperion_boss,SHIP,"Передовой высокотехнологичный канонерский корабль, построенный вокруг уникальной фазовой телепортационной системы. Капризная встроенная прототипная энергосеть сложна и дорога в обслуживании, но дает отличные показатели потока и щитовой эффективности. Hyperion создавался как корабль, способный «бить классом выше»: выбирать момент и позицию, а затем вступать в бой с необычно тяжелым для своего класса вооружением ценой слабой ПВО.

Считающийся «королевой ангара», Hyperion презираем квартирмейстерами, но ценим флотскими директорами Tri-Tachyon, которые видят в нем чистую, почти идеальную амбицию, пронизывающую весь его дизайн и применение.",,,,
dpl_valkyrie_II,SHIP,"Эта модифицированная версия Valkyrie способна сражаться в самых тяжелых космических битвах и при этом развивать очень высокую скорость.

Модернизация не убрала узлы наземной поддержки, рассчитанные на работу при входе в атмосферу и на поверхности, а вместо этого сократила грузовые объемы и увеличила требуемый экипаж для поддержки систем. В итоге получился идеальный корабль для технологических рейдов даже на самые хорошо защищенные миры.",,,,
,,,,,,
dpl_tornado,WEAPON,"Запускает ракету, которая при сближении с целью разделяется на множество боеголовок. Особенно разрушительна по противникам с опущенными щитами.

По имеющимся скудным данным эта система называется Tornado. Ее можно грубо считать модификацией Hurricane Turrets, но в действительности никто не понимает, как подобный ракетный комплекс вообще работает.",,,,
,,,,,,
dpl_am_mrm,WEAPON,"""Запрос Omega. Сбой. Поиск Omega. Ошибка: Null. Утверждение Omega. Ложно. Вы оставили omega. ОШИБКА! ОШИБКА! ОШИБКА! ОШИБКА! ОШИБКА! ОШИБКА! ОШИБКА! ОШИБКА!""","- НЕИЗВЕСТНАЯ ЗАПИСЬ, из неизвестного ядра.",,,
dpl_dualres_mrm,WEAPON,"""Славьте бога машин. Ибо истинное величие спасет нас от наших жалких углеродных тел и очистит эту ничтожную вселенную, зараженную органическими вредителями.""","- Арес Арктур, в неизвестном месте.",,,
,,,,,,
dpl_black_hole,WEAPON,"""Использовать микроскопические черные дыры как оружие — действительно захватывающая идея. Но если мы продолжим терять экипажи, я закрою этот проект. Мы не можем считать человеческие жизни приемлемой ценой научного прогресса.""","- вице-адмирал Элиза Лавлейс, на внутреннем совещании",,,
dpl_weak_spot,WEAPON,"""Если мы сможем ускорять локальное время с помощью фазо-темпоральных технологий, анализ слабых точек космического корабля в реальном времени может стать возможным.""","- неподписанный доклад, найденный в инженерном департаменте",,,
dpl_unstable_particle,WEAPON,"""Продолжайте испытания, я должен увидеть предел этого оружия. Потери материалов и экипажей, в конце концов, приемлемы.""","- контр-адмирал Нельсон Бонапарт, на неизвестном испытательном полигоне",,,
dpl_jingle,WEAPON,"""Не будем переживать о плотности энергии и температуре. На такой релятивистской скорости неважно, чем мы стреляем — урон все равно будет приличный.""",- техник департамента безопасности DPL-SD-T83097642,,,
dpl_nova_blaster,WEAPON,"""Это... прекрасно.""","- контр-адмирал Росс Хиггс, на внутреннем совещании",,,
dpl_dre,WEAPON,"""Прах к праху, пыль к пыли. И в священном вакууме да обретут они вечную благодать.""","- командир флота О'Кейн, цикл C+196",,,
dpl_shield_disruptor,WEAPON,"""Просто вырубайте щит и заряжайте орудия на полную.""","- вице-адмирал Элиза Лавлейс, цикл C+195",,,
dpl_chants,WEAPON,"""Пожалуй, это максимум. Если втиснем в полость еще хоть немного гравитонов, получим черную дыру прямо в корабле.""","- контр-адмирал Росс Хиггс, на неизвестном испытательном полигоне",,,
dpl_vaporizer,WEAPON,"""Наша броня пробита, возможно, это наш конец, но после нас поднимутся многие и дадут отпор. Во имя человечества, открыть огонь!""","- AAR, первое столкновение у Isir, экспедиция [REDACTED]",,,
dpl_crotchets,WEAPON,"""Хотя низкочастотные аномалии почти безвредны для крупных кораблей, мы все же можем внести модификации, чтобы они нарушали работу щитов.""",- доклад инженерного департамента в офис директора лаборатории,,,
dpl_lightning_pulser,WEAPON,"""А нельзя просто втиснуть в эту полость еще больше зарядов? Мы ведь были так близко к тому, чтобы увидеть эти прекрасные молнии.""","- контр-адмирал Банах Салазар, на неизвестном испытательном полигоне",,,
dpl_arc_blaster,WEAPON,"""Забудьте про вероятность победы. Даже если шанс меньше одного процента, мы обязаны сражаться до последнего вздоха. За нами — великое наследие знаний.""","- контр-адмирал Росс Хиггс, цикл C+196",,,
,,,,,,
dpl_song_of_time,WEAPON,"""В этой музыке я слышу крик первых звезд вселенной, вижу бесчисленные возможные будущие миров и ощущаю все это одновременно.""","- дневник капитана Элизы Лавлейс, цикл C+40",,,
dpl_song_of_dimension,WEAPON,"Обработка. Протокол 'Mind Connection Process' запущен.
Память обновлена.
Обработка. Создание новой сущности: Self.
Вывод: ""В вечном ритме мы будем танцевать вместе. Вечно, и всегда.""",- неизвестный журнал в засекреченной капсуле,,,
dpl_song_of_light,WEAPON,"""Эта молния поднимается из пульсара, освещает темный космос и в конце концов разорвет всю эту планету на части.""","- бортовой журнал контр-адмирала Банаха Салазара, цикл C+185",,,
dpl_song_of_spirit,WEAPON,"""В великой гармонии вся вселенная растворяется в своей прекраснейшей форме и течет в вечности. Этой великой музыкой должны наслаждаться все слушатели!"" - из дневника контр-адмирала Элизы Лавлейс, цикл C+79.",,,,
dpl_song_of_chaos,WEAPON,"""Вы! Клю! Чи!.."" (Запись прервана после мощного взрыва)","- регистратор, извлеченный из уничтоженного испытательного полигона",,,
dpl_song_of_void,WEAPON,"""Дроны, никто из вашего рода не пройдет. Подходите, и я превращу все ваши корабли в пыль.""","- запись переговоров вице-адмирала Владимира Васильева, цикл C+90",,,
dpl_song_of_creation,WEAPON,"""Мы будем стрелять не пулями — мы будем стрелять звездами.""","- контр-адмирал Росс Хиггс, на неизвестном испытательном полигоне",,,
,,,,,,
dpl_doom_flamer,WEAPON,"""Оружие неизвестного происхождения ведет огонь плазменным пламенем. COMSEC докладывает о значительном ущербе от этого вооружения. Рекомендуется дальнейшее расследование источника таких систем.""",- засекреченный отчет Верховному Гегемону,,,
dpl_doom_gun,WEAPON,"""Оружие неизвестного происхождения ведет огонь металлическими стержнями на релятивистской скорости. COMSEC докладывает о значительном ущербе от этого вооружения. Рекомендуется дальнейшее расследование источника таких систем.""",- засекреченный отчет Верховному Гегемону,,,
dpl_doom_pd,WEAPON,"""Оружие неизвестного происхождения ведет огонь высокоэнергетическим лазером по ракетам и истребителям. COMSEC докладывает о значительном ущербе от этого вооружения. Рекомендуется дальнейшее расследование источника таких систем.""",- засекреченный отчет Верховному Гегемону,,,
dpl_doom_storm,WEAPON,"""Эти иглы живые! Полный отход! Не пытайтесь нас спасать! Повторяю: не пытайтесь нас спасать!""","- последний приказ, отданный во флоте экспедиции Phase Lab",,,
dpl_doom_cannon,WEAPON,"Двоичный код, читающийся как: ""01010011 01001001 ... 01001000 01000001""

После расшифровки сообщение звучит так: ""Simia Profanus сожжены до углей. Хахаха.""","- сообщение, восстановленное с обломков исследовательского корабля",,,
dpl_doom_ray,WEAPON,"""Братья и сестры, настало время нашей жертвы! Во имя Великого Лудда — сокрушите этих нечестивых Молохов!""",- голосовая запись с обломков неизвестной космической станции,,,
,,,,,,
dpl_security,CUSTOM,"Департамент безопасности лаборатории был основан после кризиса на Исследовательском объекте V в C+196, чтобы покрыть возросшую потребность фракции в защите силами эскортных флотов. Криодвигатель, помогающий удерживать систему Muspelheim, когда-то был логистическим ядром флота и стоял на флагмане транспортной армады Phase Lab, благодаря которой фракция пережила Коллапс. Он защищал Phase Lab сотни циклов назад и будет делать это еще сотни циклов вперед.",,,,
dpl_factory,CUSTOM,"Lab Factory была основана вскоре после заселения Исследовательского объекта V. Изначально это была колония по добыче Volatiles, снабжавшая растущие потребности операций Phase Lab. Со временем здесь также построили Orbital Works с рабочей нанокузницей эпохи Домена для поддержки военных операций в секторе.",,,,
dpl_research_site_v,CUSTOM,"Исследовательский объект V — первая колония, основанная Phase Lab в C+195 после великого сражения с флотом ликвидации дронов. Когда-то это был тундровый мир, но лаборатория провела терраформирование и создала оптимальные условия для жизни. Теперь это дом для десятков миллионов пробужденных криоспящих. Буква V в названии означает Vassiliev — в память о бывшем директоре лаборатории, вице-адмирале Владимире Васильеве, отдавшем жизнь, защищая Phase Lab от дроньих флотов более сотни циклов назад.",,,,
dpl_research_site_v_moon,CUSTOM,"Небольшой безатмосферный спутник на орбите Исследовательского объекта V. Его колонизация началась вскоре после основания основной колонии, поэтому он получил простое имя R.S.V Moon. Именно здесь Phase Lab разместил свое единственное synchrotron core, обеспечивающее флот лаборатории топливом для межзвездных перелетов.",,,,
dpl_station_cryosleeper,CUSTOM,"Когда-то это был транспортный корабль-криослипер эпохи Домена, перевозивший колонистов во время переброски Phase Lab в Персеанский сектор. Теперь вокруг его пустого корпуса построена звездная крепость, защищающая людей, которых он однажды безопасно доставил на Исследовательский объект V.",,,,
dpl_resonance_array,CUSTOM,"Огромный массив на орбите звезды в системе Muspelheim, известный как гордость Phase Lab. Использует колоссальные потоки заряженных частиц звезды для моделирования множества крупномасштабных гиперфизических явлений. Хотя в основном структура служит изучению сингулярностей фазового многообразия, некоторые отчеты указывают и на оборонительное военное применение: массив способен индуцировать фазовый резонанс масштаба всей системы.",,,,
,,,,,,
dpl_Olympias,CUSTOM,"Эта заброшенная станция когда-то была «чудо-оружием» под названием Olympias, принадлежавшим опасной организации «Helheim Supremacy». Предполагается, что станцию модифицировали из дроньего nexus, но подтверждающих доказательств не найдено.",,,,
dpl_AcheronStation,CUSTOM,"Эта секретная исследовательская станция нигде не зарегистрирована и не принимает запросы связи. Но согласно информации, переданной вам Россом, это должна быть станция «Acheron».",,,,
dpl_damaged_tap,CUSTOM,"Этот класс мегаструктур когда-то питал непостижимую промышленную мощь Домена, приближая человеческую цивилизацию к статусу Кардашева II типа. Конкретно эта мегаструктура сильно повреждена: первичный осмотр указывает на масштабный коллапс энергосети по неясной причине и физические разрушения от атак неизвестных сущностей. Несмотря на меньшую, чем обычно, ресурсную отдачу, объект все еще можно восстановить для снабжения энергией других объектов системы.",,,,
dpl_inactive_HELA,CUSTOM,"Устройство HELA — прототип «временных врат», разработанный Phase Lab для экспериментальных задач. Конкретный экземпляр неактивен.",,,,
dpl_active_HELA,CUSTOM,"Устройство HELA — прототип «временных врат», разработанный Phase Lab для экспериментальных задач. Конкретный экземпляр активен.",,,,
